"uid","title","year","format","barcode","imdb_id","runtime","director","watched","poster_url","box_set","genre_ids","hidden","title_da","actors"
"596","U.S. Marshals","1998","DVD","7321979156257","tt0120873","126","Stuart Baird","true","https://image.tmdb.org/t/p/w300/5ST0BydDSXtW5AtfDDhTVS13pTt.jpg","","Thriller|Crime|Action","","U.S. Marshals","Tommy Lee Jones|Wesley Snipes|Robert Downey Jr.|Joe Pantoliano|Kate Nelligan"
"597","Resident Evil","2002","DVD","7393834246304","tt0120804","96","Paul W.S. Anderson","true","https://image.tmdb.org/t/p/w300/1UKNef590A0ZaMnxsscIcWuK1Em.jpg","","Horror|Action|Sci-Fi","","Resident Evil","Milla Jovovich|Michelle Rodriguez|Eric Mabius|James Purefoy|Martin Crewes"
"598","Gremlins 2: Det nye kuld","1990","DVD","7321979227117","tt0099700","102","Joe Dante","true","https://image.tmdb.org/t/p/w300/35F5yD7MljvBE2AC0NHAVCoPGEi.jpg","","Comedy|Horror|Fantasy","","Gremlins 2: Det nye kuld","Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo"
"599","The Chronicles of Riddick","2004","DVD","5050582274592","tt0296572","114","David Twohy","false","https://image.tmdb.org/t/p/w300/bVO1r90diKfFLzvZ5D3qK6Z558O.jpg","","Action|Sci-Fi","","The Chronicles of Riddick","Vin Diesel|Colm Feore|Thandiwe Newton|Judi Dench|Karl Urban"
"600","Braveheart","1995","DVD","5707020000489","tt0112573","171","Mel Gibson","true","https://image.tmdb.org/t/p/w300/or1gBugydmjToAEq7OZY0owwFk.jpg","","Action|Drama|History|War","","Braveheart","Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen"
"601","Pitch Black","2000","DVD","5706550031994","tt0134847","103","David Twohy","false","https://image.tmdb.org/t/p/w300/3AnlxZ5CZnhKKzjgFyY6EHxmOyl.jpg","","Thriller|Sci-Fi|Action","","Pitch Black","Vin Diesel|Radha Mitchell|Cole Hauser|Lewis Fitz-Gerald|Claudia Black"
"602","The Green Mile","1999","DVD","5051895057896","tt0120689","181","Frank Darabont","false","https://image.tmdb.org/t/p/w300/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg","","Fantasy|Drama|Crime","","Den grønne mil","Tom Hanks|David Morse|Bonnie Hunt|Michael Clarke Duncan|James Cromwell"
"603","Blades of Glory","2007","DVD","7332431027015","tt0445934","89","Will Speck","true","https://image.tmdb.org/t/p/w300/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg","","Comedy","","Blades of Glory","Will Ferrell|Jon Heder|Will Arnett|Amy Poehler|Jenna Fischer"
"604","Sinister","2012","Blu-ray","5706140580383","tt1922777","109","Scott Derrickson","false","https://image.tmdb.org/t/p/w300/nzx10sca3arCeYBAomHan4Q6wa1.jpg","","Horror|Thriller|Mystery","","Sinister","Ethan Hawke|Juliet Rylance|Vincent D'Onofrio|James Ransone|Fred Thompson"
"605","Murder on the Orient Express","2017","Blu-ray","7340112742966","tt3402236","114","Kenneth Branagh","false","https://image.tmdb.org/t/p/w300/7GtdJU6iAg6fjQu3E3zta3bIAQh.jpg","","Mystery|Drama|Crime","","Mordet i Orientekspressen","Kenneth Branagh|Tom Bateman|Michelle Pfeiffer|Johnny Depp|Josh Gad"
"606","Kong: Skull Island","2017","Blu-ray","7340112738099","tt3731562","119","Jordan Vogt-Roberts","true","https://image.tmdb.org/t/p/w300/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg","","Action|Adventure|Fantasy","","Kong: Skull Island","Tom Hiddleston|Samuel L. Jackson|John Goodman|Brie Larson|景甜"
"607","Rambo - First Blood","1982","DVD","7321939620842","tt0083944","94","Ted Kotcheff","false","https://image.tmdb.org/t/p/w300/dR5fbo0ry5TsC7euEXFUkx2QzVk.jpg","","Action|Adventure|Thriller|War","","First Blood","Sylvester Stallone|Richard Crenna|Brian Dennehy|Bill McKinney|Jack Starrett"
"608","The Book of Eli","2010","Blu-ray","5051162271970","tt1037705","118","Albert Hughes","true","https://image.tmdb.org/t/p/w300/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg","","Action|Thriller|Sci-Fi","","Book of Eli","Denzel Washington|Gary Oldman|Mila Kunis|Ray Stevenson|Jennifer Beals"
"609","The Conjuring","2013","Blu-ray","5051895249925","tt1457767","111","James Wan","false","https://image.tmdb.org/t/p/w300/wVYREutTvI2tmxr6ujrHT704wGF.jpg","","Horror|Thriller","","Nattens dæmoner","Vera Farmiga|Patrick Wilson|Lili Taylor|Ron Livingston|Hayley McFarland"
"610","Looper","2012","Blu-ray","7340059605997","tt1276104","119","Rian Johnson","false","https://image.tmdb.org/t/p/w300/sNjL6SqErDBE8OUZlrDLkexfsCj.jpg","","Action|Thriller|Sci-Fi","","Looper","Joseph Gordon-Levitt|Bruce Willis|Emily Blunt|Paul Dano|Noah Segan"
"611","Edge Of Tomorrow","2014","Blu-ray","5051895256510","tt1631867","113","Doug Liman","true","https://image.tmdb.org/t/p/w300/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg","","Action|Sci-Fi","","Edge of Tomorrow","Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong"
"612","Sidste Time","1995","DVD","8717418089597","tt0114443","84","Martin Schmidt","true","https://image.tmdb.org/t/p/w300/2O9xzL7jIdXa7CXN4tzRCSMhMbp.jpg","","Thriller|Horror","","Sidste time","Peter Jorde|Lene Laub Oksen|Rikke Louise Andersson|Tomas Villum Jensen|Ken Vedsegaard"
"613","Fury","2014","Blu-ray","5051162338772","tt2713180","134","David Ayer","false","https://image.tmdb.org/t/p/w300/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg","","War|Drama|Action","","Fury","Brad Pitt|Shia LaBeouf|Logan Lerman|Michael Peña|Jon Bernthal"
"614","Top Gun: Maverick","2022","DVD","7333018023642","tt1745960","125","Joseph Kosinski","false","https://image.tmdb.org/t/p/w300/62HCnUTziyWcpDaBO2i1DX17ljH.jpg","","Action|Drama","","Top Gun: Maverick","Tom Cruise|Miles Teller|Jennifer Connelly|Bashir Salahuddin|Jon Hamm"
"615","Evolution","2001","DVD","5050582319019","tt0251075","102","Ivan Reitman","true","https://image.tmdb.org/t/p/w300/dwIrP544LxJtXToLpzkEa08pIMm.jpg","","Comedy|Sci-Fi|Action","","Evolution","David Duchovny|Julianne Moore|Orlando Jones|Seann William Scott|Ted Levine"
"616","The Amityville Horror","2005","DVD","5706141785763","tt0384806","85","Andrew Douglas","true","https://image.tmdb.org/t/p/w300/4D246dpe7yy2GvHI2IbpeqkUXry.jpg","","Horror","","The Amityville Horror","Ryan Reynolds|Melissa George|Jesse James|Jimmy Bennett|Chloë Grace Moretz"
"617","Machete","2010","DVD","5051159279439","tt0985694","100","Ethan Maniquis","false","https://image.tmdb.org/t/p/w300/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg","","Action|Comedy|Thriller","","Machete","Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Steven Seagal"
"618","In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror","2024","Blu-ray","000000000000","tt29476448","363","David A. Weiner","false","https://image.tmdb.org/t/p/w300/3qwkM8Neh8MohivOQgVaIoTqp5Q.jpg","","Documentary|Horror","","In Search of Darkness: 1990-1994","Mike Flanagan|David Dastmalchian|Clancy Brown|John Carpenter|Heather Langenkamp"
"619","Legenden om Jordhavet","2006","DVD","5706102395857","tt0495596","110","Gorô Miyazaki","false","https://image.tmdb.org/t/p/w300/y0VnJt4eRPMjA1hpJ8f1EFoVaSf.jpg","","Animation|Fantasy|Adventure","","Legenden om Jordhavet","岡田准一|手嶌葵|菅原文太|田中裕子|香川照之"
"620","L.A. Confidential","1997","DVD","7321979149136","tt0119488","132","Curtis Hanson","false","https://image.tmdb.org/t/p/w300/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg","","Crime|Mystery|Thriller","","L.A. Confidential: De faldne engles by","Kevin Spacey|Russell Crowe|Guy Pearce|James Cromwell|Kim Basinger"
"621","How To Train Your Dragon: The Hidden World","2019","DVD","5053083186968","tt2386490","100","Dean Deblois","true","https://image.tmdb.org/t/p/w300/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg","","Animation|Family|Adventure","","Sådan træner du din drage 3","Jay Baruchel|America Ferrera|F. Murray Abraham|Cate Blanchett|Gerard Butler"
"622","Skatteplaneten","2002","DVD","7393834314003","tt0133240","91","Ron Clements","true","https://image.tmdb.org/t/p/w300/kNhZkR3UNbXfvESQo7mJpOi4tGd.jpg","","Sci-Fi|Adventure|Animation|Family|Fantasy","","Skatteplaneten","Joseph Gordon-Levitt|Brian Murray|Emma Thompson|David Hyde Pierce|Martin Short"
"623","Bolt","2008","DVD","8717418195892","tt0397892","96","Byron Howard","true","https://image.tmdb.org/t/p/w300/v5aC4nrzXFGJDWY4JO1eengXzqk.jpg","","Animation|Family|Adventure|Comedy","","Bolt","John Travolta|Miley Cyrus|Susie Essman|Mark Walton|Malcolm McDowell"
"624","Mads og Mikkel","1981","DVD","8717418098698","tt0082406","79","Jim Kammerud","false","https://image.tmdb.org/t/p/w300/aC3k6XBaYnulGSkK8263ABjU3Md.jpg","","Adventure|Animation|Drama|Family","","Mads og Mikkel","Mickey Rooney|Kurt Russell|Pearl Bailey|Jack Albertson|Sandy Duncan"
"625","Alien vs. Predator","2004","DVD","5707019266810","tt0370263","0","Paul W.S. Anderson","true","https://image.tmdb.org/t/p/w300/ySWu5bCnnmgV1cVacvFnFIhgOjp.jpg","","Adventure|Sci-Fi|Action|Horror","","Alien vs. Predator","Sanaa Lathan|Lance Henriksen|Ian Whyte|Raoul Bova|Ewen Bremner"
"626","Virus","1999","DVD","5708758652612","tt0120458","95","John Bruno","true","https://image.tmdb.org/t/p/w300/5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg","","Horror|Action|Sci-Fi","","Virus","Jamie Lee Curtis|William Baldwin|Donald Sutherland|Joanna Pacuła|Marshall Bell"
"627","Matrix Revolutions","2003","DVD","7321979332095","tt0242653","129","Andy Wachowski","true","https://image.tmdb.org/t/p/w300/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg","","Adventure|Action|Thriller|Sci-Fi","","The Matrix: Revolutions","Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Jada Pinkett Smith"
"628","Matrix Reloaded","2003","DVD","7321979286480","tt0234215","138","Andy Wachowski","true","https://image.tmdb.org/t/p/w300/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg","","Adventure|Action|Thriller|Sci-Fi","","The Matrix: Reloaded","Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Jada Pinkett Smith"
"629","Watchmen","2009","DVD","7332431032231","tt0409459","155","Zack Snyder","false","https://image.tmdb.org/t/p/w300/u0ROjy3KPzMDTipqCrwD8LwkKSQ.jpg","","Mystery|Action|Sci-Fi","","Watchmen","Malin Akerman|Patrick Wilson|Billy Crudup|Matthew Goode|Jackie Earle Haley"
"630","Coming To America","1988","DVD","7393805061363","tt0094898","112","John Landis","false","https://image.tmdb.org/t/p/w300/8YZiA1o264dk0cr1USyMdph6SZl.jpg","","Comedy|Romance","","Coming to America","Eddie Murphy|Arsenio Hall|Shari Headley|John Amos|James Earl Jones"
"631","The Village","2004","DVD","7393834486106","tt0368447","103","M. Night Shyamalan","false","https://image.tmdb.org/t/p/w300/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg","","Drama|Mystery|Thriller","","The Village","Bryce Dallas Howard|Joaquin Phoenix|Adrien Brody|William Hurt|Sigourney Weaver"
"632","Death Proof","2007","DVD","5706710216506","tt0462322","112","Quentin Tarantino","true","https://image.tmdb.org/t/p/w300/tvMBwJlmQTIQf5EBjHzzyE9tjcN.jpg","","Thriller|Action|Horror","","Grindhouse","Kurt Russell|Rose McGowan|Zoë Bell|Freddy Rodríguez|Rosario Dawson"
"633","Deep Blue Sea","1999","DVD","7321979172424","tt0149261","101","Renny Harlin","true","https://image.tmdb.org/t/p/w300/fyn0zyCI4kIlbDoHH0Hzv09hDC5.jpg","","Action|Horror|Sci-Fi","","Deep Blue Sea","Saffron Burrows|Thomas Jane|LL Cool J|Samuel L. Jackson|Jacqueline McKenzie"
"634","Reservoir Dogs: Håndlangerne","1992","DVD","5709624008304","tt0105236","95","Quentin Tarantino","false","https://image.tmdb.org/t/p/w300/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg","","Crime|Thriller","","Håndlangerne","Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi"
"635","Quarantine","2008","DVD","5051159247117","tt1082868","86","John Erick Dowdle","false","https://image.tmdb.org/t/p/w300/rGfOD8IC1x4PqmnqRuA8KyCckia.jpg","","Horror|Sci-Fi|Thriller","","Quarantine","Dania Ramirez|Jennifer Carpenter|Jay Hernandez|Steve Harris|Greg Germann"
"636","48 Hrs.","1982","DVD","7391658113932","tt0083511","93","Walter Hill","true","https://image.tmdb.org/t/p/w300/rvvjXHzEDBIvIVDBHNOwHS7hVPu.jpg","","Crime|Action|Comedy","","48 timer","Nick Nolte|Eddie Murphy|Annette O'Toole|Frank McRae|James Remar"
"637","Bossen og Bumsen","1983","DVD","7312065005559","tt0086465","112","John Landis","false","https://image.tmdb.org/t/p/w300/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg","","Comedy","","Bossen og bumsen","Dan Aykroyd|Eddie Murphy|Ralph Bellamy|Don Ameche|Denholm Elliott"
"638","Kædereaktion","1996","DVD","5707020041307","tt0115857","102","Andrew Davis","true","https://image.tmdb.org/t/p/w300/4ahjVHwXXsq5zK57ds8FwWY73MS.jpg","","Thriller|Action|Sci-Fi","","Kæde reaktion","Keanu Reeves|Morgan Freeman|Rachel Weisz|Fred Ward|Kevin Dunn"
"639","Equilibrium","2002","DVD","5708758662796","tt0238380","102","Kurt Wimmer","false","https://image.tmdb.org/t/p/w300/yQuovle5Ov6q69XSdTNdH52eANc.jpg","","Action|Sci-Fi|Thriller","","Cubic","Christian Bale|Emily Watson|Taye Diggs|Angus Macfadyen|Sean Bean"
"640","Daybreakers","2009","DVD","5708758671675","tt0433362","94","Michael Spierig","true","https://image.tmdb.org/t/p/w300/xFZH2l9UOyIclk2ZFWNHQ38B2RP.jpg","","Action|Fantasy|Sci-Fi","","Daybreakers","Ethan Hawke|Sam Neill|Willem Dafoe|Claudia Karvan|Isabel Lucas"
"641","Con Air","1997","DVD","7393834134304","tt0118880","111","Simon West","true","https://image.tmdb.org/t/p/w300/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg","","Action|Thriller|Crime","","Con Air","Nicolas Cage|John Cusack|John Malkovich|Ving Rhames|Mykelti Williamson"
"642","G-Force","2009","DVD","9398521016831","tt0436339","85","Hoyt Yeatman","true","https://image.tmdb.org/t/p/w300/9Tly3ZXTTsQKM26fis8v9LR4GxG.jpg","","Family|Fantasy|Action|Adventure|Comedy","","G-Force","Sam Rockwell|Jon Favreau|Tracy Morgan|Penélope Cruz|Nicolas Cage"
"643","The Snowman","1982","DVD","5050582919073","tt0084701","26","Dianne Jackson","false","https://image.tmdb.org/t/p/w300/b3CMolkeXrPaVvd5vTsssMKfZZo.jpg","","Adventure|Animation|Family|Fantasy","","Snemanden","Raymond Briggs"
"644","Zootropolis","2016","DVD","8717418475840","tt2948356","104","Byron Howard","true","https://image.tmdb.org/t/p/w300/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg","","Animation|Adventure|Family|Comedy","","Zootropolis","Ginnifer Goodwin|Jason Bateman|Idris Elba|Jenny Slate|Nate Torrence"
"645","Lille Virgil og Orla Frøsnapper","1980","DVD","5706550002222","tt0123153","80","Gert Fredholm","true","https://image.tmdb.org/t/p/w300/wfalYR4UzJ3atZ06H2qiJn8p9hk.jpg","","Comedy|Family","","Lille Virgil og Orla Frøsnapper","Bror Bødtker-Næss|Allan Olsen|Christian Honoré|Karl Stegger|Elin Reimer"
"646","Børnehjemmet","2007","DVD","5706102398377","tt0464141","102","Juan Antonio Bayona","true","https://image.tmdb.org/t/p/w300/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg","","Horror|Drama|Thriller","","Børnehjemmet","Belén Rueda|Fernando Cayo|Roger Príncep|Mabel Rivera|Montserrat Carulla"
"647","The Descent : Nedstigning Til Helvede","2005","DVD","5706710216407","tt0435625","99","Neil Marshall","false","https://image.tmdb.org/t/p/w300/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg","","Adventure|Horror","","The Descent - Nedstigning til helvede","Shauna Macdonald|Natalie Mendoza|Alex Reid|Saskia Mulder|MyAnna Buring"
"648","The Master","2012","DVD","5705535047326","tt1560747","131","Paul Thomas Anderson","false","https://image.tmdb.org/t/p/w300/rUSjbyvYWN9H4az8xt0tDtU7I6v.jpg","","Drama","","The Master","Joaquin Phoenix|Philip Seymour Hoffman|Amy Adams|Rami Malek|Laura Dern"
"649","Blade: The Daywalker","1998","DVD","5706550005216","tt0120611","115","Stephen Norrington","false","https://image.tmdb.org/t/p/w300/oWT70TvbsmQaqyphCZpsnQR7R32.jpg","","Horror|Action","","Blade: The Daywalker","Wesley Snipes|Stephen Dorff|Kris Kristofferson|N'Bushe Wright|Donal Logue"
"650","Planet Terror","2006","DVD","5706710026181","tt1077258","101","Robert Rodriguez","false","https://image.tmdb.org/t/p/w300/3705GxG0RN9XDV5y9IiXKYHw1fK.jpg","","Horror|Action|Thriller","","Planet Terror","Rose McGowan|Freddy Rodríguez|Marley Shelton|Josh Brolin|Jeff Fahey"
"651","Resident Evil: Apocalypse","2004","DVD","5051159100818","tt0318627","90","Alexander Witt","true","https://image.tmdb.org/t/p/w300/way9dOm4dM2sm9UMcu2PEXMTX0q.jpg","","Horror|Action|Sci-Fi","","Resident Evil: Apocalypse","Milla Jovovich|Sienna Guillory|עודד פהר|Thomas Kretschmann|Sophie Vavasseur"
"652","Resident Evil: Afterlife","2010","DVD","5051159277817","tt1220634","97","Paul W.S. Anderson","true","https://image.tmdb.org/t/p/w300/nYPc4sJdCZLY7YFYUmqXXYt3luH.jpg","","Action|Adventure|Horror|Sci-Fi","","Resident Evil: Afterlife","Milla Jovovich|Ali Larter|Kim Coates|Shawn Roberts|Sergio Peris-Mencheta"
"653","Star Wars Trilogy","1900","DVD","5707020272336","tt0000000","275","","true","","","","true","",""
"654","Star Wars V: Imperiet slår igen","1980","DVD","000000000000","tt0080684","124","Irvin Kershner","true","https://image.tmdb.org/t/p/w300/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg","Star Wars Trilogy","Adventure|Action|Sci-Fi","","Imperiet slår igen","Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels"
"655","Star Wars VI: Jedi ridderen vender tilbage","1983","DVD","000000000000","tt0086190","131","Richard Marquand","true","https://image.tmdb.org/t/p/w300/jQYlydvHm3kUix1f8prMucrplhm.jpg","Star Wars Trilogy","Adventure|Action|Sci-Fi","","Jedi-ridderen vender tilbage","Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels"
"656","Star Wars Trilogy Bonus DVD","2004","DVD","000000000000","tt0000000","240","George Lucas","true","","Star Wars Trilogy","","","",""
"657","Star Wars IV: Stjernekrigen","1977","DVD","000000000000","tt0076759","120","George Lucas","true","https://image.tmdb.org/t/p/w300/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg","Star Wars Trilogy","Adventure|Action|Sci-Fi","","Et nyt håb","Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness"
"658","The X-Files: Strengt Fortroligt Sæson 2","1994","DVD","5707020211205","tt0106179","1100","Kim Manners","false","https://image.tmdb.org/t/p/w300/rcBx0p8h51LHceyhquYMxbspJQu.jpg","","Mystery|Crime","","",""
"659","Predator","1987","Blu-ray","7340112703387","tt0093773","107","John McTiernan","true","https://image.tmdb.org/t/p/w300/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg","","Sci-Fi|Action|Adventure|Thriller","","Predator - jagten er begyndt","Arnold Schwarzenegger|Carl Weathers|Kevin Peter Hall|Elpidia Carrillo|Bill Duke"
"660","Marvel's The Avengers","2012","Blu-ray","8717418361235","tt0848228","143","Joss Whedon","true","https://image.tmdb.org/t/p/w300/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg","","Sci-Fi|Action|Adventure","","The Avengers","Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson"
"661","The X-Files: Strengt Fortroligt Sæson 1","1993","DVD","5707020165553","tt0106179","1056","Kim Manners","false","https://image.tmdb.org/t/p/w300/rcBx0p8h51LHceyhquYMxbspJQu.jpg","","Mystery|Crime","","",""
"662","The Lord of the Rings: The Fellowship of the Ring","2001","4K Ultra HD","","tt0120737","178","Peter Jackson","true","https://image.tmdb.org/t/p/w300/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg","The Lord of the Rings: The Motion Picture Trilogy","Adventure|Fantasy|Action","","Ringenes herre - Eventyret om ringen","Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Ian Holm"
"663","The Lord of the Rings: The Two Towers","2002","4K Ultra HD","","tt0167261","179","Peter Jackson","true","https://image.tmdb.org/t/p/w300/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg","The Lord of the Rings: The Motion Picture Trilogy","Adventure|Fantasy|Action","","Ringenes herre - De to tårne","Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis"
"664","The Lord of the Rings: The Return of the King","2003","4K Ultra HD","","tt0167260","201","Peter Jackson","true","https://image.tmdb.org/t/p/w300/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg","The Lord of the Rings: The Motion Picture Trilogy","Adventure|Fantasy|Action","","Ringenes herre - Kongen vender tilbage","Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis"
"665","Jurassic Park","1993","Blu-ray","","tt0107290","127","Steven Spielberg","true","https://image.tmdb.org/t/p/w300/maFjKnJ62hDQ9E66dKqDZgbUy0H.jpg","Jurassic Park Ultimate Trilogy","Adventure|Sci-Fi","","Jurassic Park","Sam Neill|Laura Dern|Jeff Goldblum|Richard Attenborough|Bob Peck"
"666","The Lost World: Jurassic Park","1997","Blu-ray","","tt0119567","129","Steven Spielberg","true","https://image.tmdb.org/t/p/w300/6fSkhv35nPSw9hwPVCMINQFG1WD.jpg","Jurassic Park Ultimate Trilogy","Adventure|Action|Sci-Fi","","The Lost World: Jurassic Park","Jeff Goldblum|Julianne Moore|Pete Postlethwaite|Arliss Howard|Richard Attenborough"
"667","Jurassic Park III","2001","Blu-ray","","tt0163025","92","Joe Johnston","true","https://image.tmdb.org/t/p/w300/oQXj4NUfS3r3gHXtDOzcJgj1lLc.jpg","Jurassic Park Ultimate Trilogy","Adventure|Action|Sci-Fi","","Jurassic Park III","Sam Neill|William H. Macy|Téa Leoni|Alessandro Nivola|Trevor Morgan"
"668","Alien 3","1992","DVD","","tt0103644","114","David Fincher","true","https://image.tmdb.org/t/p/w300/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg","Alien Quadrilogy Box Set","Horror|Sci-Fi|Action","","Alien³","Sigourney Weaver|Charles S. Dutton|Charles Dance|Paul McGann|Brian Glover"
"669","Alien Resurrection","1997","DVD","","tt0118583","109","Jean-Pierre Jeunet","true","https://image.tmdb.org/t/p/w300/9aRDMlU5Zwpysilm0WCWzU2PCFv.jpg","Alien Quadrilogy Box Set","Horror|Sci-Fi|Action","","Alien - genopstandelsen","Sigourney Weaver|Winona Ryder|Dominique Pinon|Ron Perlman|Gary Dourdan"
"670","Back to the Future","1985","4K Ultra HD","","tt0088763","116","Robert Zemeckis","true","https://image.tmdb.org/t/p/w300/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg","Back to the Future: The Ultimate Trilogy","Adventure|Comedy|Sci-Fi","","Tilbage til fremtiden","Michael J. Fox|Christopher Lloyd|Crispin Glover|Lea Thompson|Claudia Wells"
"671","Back to the Future Part II","1989","4K Ultra HD","","tt0096874","108","Robert Zemeckis","true","https://image.tmdb.org/t/p/w300/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg","Back to the Future: The Ultimate Trilogy","Adventure|Comedy|Sci-Fi","","Tilbage til fremtiden del II","Michael J. Fox|Christopher Lloyd|Lea Thompson|Thomas F. Wilson|Elisabeth Shue"
"672","Back to the Future Part III","1990","4K Ultra HD","","tt0099088","118","Robert Zemeckis","true","https://image.tmdb.org/t/p/w300/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg","Back to the Future: The Ultimate Trilogy","Adventure|Comedy|Sci-Fi","","Tilbage til fremtiden del III","Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson"
"673","Men in Black","1997","Blu-ray","","tt0119654","98","Barry Sonnenfeld","true","https://image.tmdb.org/t/p/w300/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg","Men in Black Two Pack","Action|Comedy|Sci-Fi","","Men in Black","Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn"
"674","Men in Black II","2002","Blu-ray","","tt0120912","88","Barry Sonnenfeld","true","https://image.tmdb.org/t/p/w300/2dzSBmFWWqt8NbnubJKIWU21Y86.jpg","Men in Black Two Pack","Action|Comedy|Sci-Fi","","",""
"675","X-Men","2000","DVD","","tt0120903","104","Bryan Singer","true","https://image.tmdb.org/t/p/w300/bRDAc4GogyS9ci3ow7UnInOcriN.jpg","X-Men Trilogy","Adventure|Action|Sci-Fi","","X-Men","Hugh Jackman|Patrick Stewart|Ian McKellen|Famke Janssen|James Marsden"
"676","X2: X-Men United","2003","DVD","","tt0290334","133","Bryan Singer","false","https://image.tmdb.org/t/p/w300/bst4alFUXCxISwdRUKSMhhkrX1M.jpg","X-Men Trilogy","Adventure|Action|Sci-Fi","","X-Men 2","Hugh Jackman|Patrick Stewart|Ian McKellen|James Marsden|Brian Cox"
"677","X-Men: The Last Stand","2006","DVD","","tt0376994","104","Brett Ratner","false","https://image.tmdb.org/t/p/w300/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg","X-Men Trilogy","Adventure|Action|Sci-Fi","","X-Men: Det Sidste Opgør","Hugh Jackman|Halle Berry|Ian McKellen|Patrick Stewart|Famke Janssen"
"678","The Girl with the Dragon Tattoo","2009","DVD","","tt1132620","152","Niels Arden Oplev","false","https://image.tmdb.org/t/p/w300/6w0TKhfR0Rzby5SXxgfuI99Jrva.jpg","Den komplette Stieg Larsson Millennium Trilogi","Drama|Thriller|Crime|Mystery","","Mænd der hader kvinder","Michael Nyqvist|Noomi Rapace|Lena Endre|Sven-Bertil Taube|Peter Haber"
"679","The Girl Who Played with Fire","2009","DVD","","tt1216487","129","Daniel Alfredson","false","https://image.tmdb.org/t/p/w300/axR8YcQVUgWYhvN2UcZKhzexKsI.jpg","Den komplette Stieg Larsson Millennium Trilogi","Drama|Thriller|Crime","","Pigen der legede med ilden","Michael Nyqvist|Noomi Rapace|Lena Endre|Peter Andersson|Annika Hallin"
"680","The Girl Who Kicked the Hornets Nest","2009","DVD","","tt1343097","148","Daniel Alfredson","false","https://image.tmdb.org/t/p/w300/92byRQBuuiLcfKnBi5NOuipSgV8.jpg","Den komplette Stieg Larsson Millennium Trilogi","Drama|Thriller|Crime","","Luftkastellet der blev sprængt","Michael Nyqvist|Noomi Rapace|Lena Endre|Annika Hallin|Jacob Ericksson"
